Column1;Genero;Edad;Altura;Peso;FAVC;FCVC;CH2O;FAF;TUE;CALC;TransporteUtilizado
1056;Hombre;24;167;67;Si;No;Siempre;10;30;Aveces;TransportePublico
1057;Mujer;28;179;70;Si;No;Siempre;20;30;Frecuentemente;Automovil
1058;Hombre;17;159;87;No;No;Siempre;20;30;Aveces;TransportePublico
1059;Mujer;19;179;80;No;No;RaraVez;20;30;Aveces;TransportePublico
1060;Hombre;24;166;61;Si;No;RaraVez;20;30;Aveces;TransportePublico
1061;Hombre;23;164;90;Si;No;RaraVez;10;30;Aveces;TransportePublico
1062;Mujer;28;162;78;Si;No;Siempre;20;10;Frecuentemente;Automovil
1063;Hombre;34;178;59;Si;Si;RaraVez;20;30;No;Automovil
1064;Mujer;28;169;60;Si;No;Siempre;20;30;Frecuentemente;Automovil
1065;Hombre;55;166;84;Si;No;RaraVez;20;30;Siempre;Automovil
1066;Hombre;34;164;94;Si;No;Siempre;10;30;Siempre;Automovil
1067;Hombre;20;162;63;Si;No;RaraVez;10;30;Siempre;TransportePublico
1068;Mujer;38;178;89;Si;Si;RaraVez;10;30;Siempre;Automovil
1069;Hombre;22;163;60;Si;Si;RaraVez;30;10;Aveces;TransportePublico
1070;Mujer;21;167;62;No;No;Siempre;10;20;Siempre;TransportePublico
1071;Mujer;25;163;78;No;Si;Siempre;10;10;Siempre;TransportePublico
1072;Hombre;23;185;72;Si;Si;RaraVez;20;10;Siempre;TransportePublico
1073;Mujer;39;154;80;Si;No;RaraVez;20;30;Siempre;Automovil
1074;Mujer;34;164;60;Si;No;RaraVez;20;30;Siempre;Automovil
1075;Hombre;33;157;75;Si;No;RaraVez;20;30;Aveces;Automovil
1076;Mujer;19;162;85;No;No;Siempre;10;30;Aveces;TransportePublico
1077;Hombre;19;172;130;No;No;RaraVez;20;10;Aveces;TransportePublico
1078;Hombre;46;176;72;Si;No;RaraVez;20;20;No;Automovil
1079;Hombre;17;165;80;No;No;Siempre;10;10;Aveces;TransportePublico
1080;Hombre;18;167;79;No;No;Siempre;10;10;Siempre;TransportePublico
1081;Mujer;38;179;77;Si;No;RaraVez;10;10;Siempre;Automovil
1082;Hombre;22;159;82;Si;Si;Siempre;30;20;Aveces;TransportePublico
1083;Hombre;33;179;58;Si;Si;RaraVez;10;20;Siempre;Automovil
1084;Mujer;37;166;59;Si;Si;RaraVez;10;30;Siempre;Automovil
1085;Mujer;19;164;64;No;Si;RaraVez;20;30;Aveces;TransportePublico
1086;Hombre;37;162;59;Si;No;RaraVez;20;30;Aveces;Automovil
1087;Hombre;24;178;127;Si;No;Siempre;20;30;Aveces;TransportePublico
1088;Hombre;18;161;84;Si;Si;Siempre;20;30;Aveces;TransportePublico
1089;Hombre;27;171;84;Si;No;Siempre;10;30;Aveces;TransportePublico
1090;Hombre;18;178;127;Si;No;Siempre;10;30;Aveces;TransportePublico
1091;Hombre;33;161;67;Si;No;Siempre;10;10;Siempre;Automovil
1092;Hombre;18;171;70;Si;Si;RaraVez;20;10;Aveces;TransportePublico
1093;Hombre;30;153;60;Si;Si;Siempre;20;30;Aveces;TransportePublico
1094;Hombre;25;154;68;Si;No;RaraVez;20;20;Aveces;TransportePublico
1095;Mujer;18;155;96;No;No;Siempre;10;10;Siempre;TransportePublico
1096;Mujer;35;176;98;Si;No;RaraVez;10;30;Siempre;Automovil
1097;Hombre;23;165;147;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1098;Mujer;39;167;62;Si;No;RaraVez;30;10;Siempre;Automovil
1099;Hombre;21;179;56;Si;No;Siempre;10;30;Aveces;TransportePublico
1100;Hombre;22;159;80;Si;Si;Siempre;10;30;Aveces;TransportePublico
1101;Hombre;21;179;85;Si;Si;Siempre;20;10;Siempre;TransportePublico
1102;Hombre;21;166;68;Si;Si;RaraVez;20;10;Siempre;TransportePublico
1103;Hombre;32;164;83;Si;No;Siempre;20;30;Aveces;Automovil
1104;Hombre;32;162;85;Si;No;RaraVez;20;10;Siempre;Automovil
1105;Hombre;30;178;74;Si;No;Siempre;10;30;Siempre;Automovil
1106;Hombre;21;161;130;Si;No;RaraVez;30;20;Siempre;TransportePublico
1107;Mujer;22;171;120;Si;Si;RaraVez;10;30;Siempre;TransportePublico
1108;Mujer;24;178;60;No;No;Siempre;10;20;Siempre;TransportePublico
1109;Hombre;37;161;83;Si;No;RaraVez;20;30;Siempre;Automovil
1110;Hombre;34;171;80;Si;Si;Siempre;20;30;Aveces;Automovil
1111;Mujer;21;153;130;No;No;Siempre;20;30;Siempre;TransportePublico
1112;Mujer;21;154;90;No;Si;Siempre;20;10;Siempre;TransportePublico
1113;Hombre;19;155;71;Si;No;Siempre;10;30;Aveces;TransportePublico
1114;Mujer;19;176;78;No;No;RaraVez;10;30;Siempre;TransportePublico
1115;Mujer;20;171;110;No;No;Siempre;10;30;Siempre;TransportePublico
1116;Hombre;22;178;73;Si;No;Siempre;20;30;Siempre;TransportePublico
1117;Hombre;22;153;65;Si;No;RaraVez;20;10;Aveces;TransportePublico
1118;Mujer;22;170;130;Si;Si;RaraVez;20;10;Siempre;TransportePublico
1119;Hombre;23;153;87;Si;No;Siempre;10;10;Siempre;TransportePublico
1120;Hombre;24;154;63;Si;No;RaraVez;10;30;Aveces;TransportePublico
1121;Hombre;23;155;62;Si;No;RaraVez;10;30;Aveces;TransportePublico
1122;Mujer;26;168;60;Si;No;RaraVez;30;10;Frecuentemente;TransportePublico
1123;Hombre;31;159;70;Si;No;RaraVez;10;30;Aveces;TransportePublico
1124;Mujer;23;169;63;Si;No;RaraVez;10;30;Aveces;TransportePublico
1125;Mujer;26;166;64;Si;No;RaraVez;20;30;Frecuentemente;Automovil
1126;Hombre;17;164;56;Si;No;Siempre;20;10;Aveces;TransportePublico
1127;Hombre;19;162;77;No;No;Siempre;20;30;Aveces;TransportePublico
1128;Hombre;25;178;87;Si;No;Siempre;20;30;Aveces;TransportePublico
1129;Hombre;22;163;89;Si;No;Siempre;10;20;Aveces;TransportePublico
1130;Hombre;23;167;60;Si;No;Siempre;30;30;Aveces;TransportePublico
1131;Hombre;22;163;55;Si;No;Siempre;10;30;Aveces;TransportePublico
1132;Mujer;23;185;60;Si;No;Siempre;10;10;Aveces;TransportePublico
1133;Hombre;34;154;64;Si;No;RaraVez;20;30;No;Automovil
1134;Mujer;25;164;68;Si;No;RaraVez;20;20;Frecuentemente;TransportePublico
1135;Hombre;55;157;130;Si;Si;Siempre;20;10;Siempre;Automovil
1136;Hombre;34;162;80;Si;No;RaraVez;20;30;Siempre;Automovil
1137;Hombre;21;172;68;Si;No;Siempre;10;30;Siempre;TransportePublico
1138;Hombre;18;176;99;No;Si;RaraVez;10;30;Siempre;TransportePublico
1139;Mujer;41;165;60;Si;Si;Siempre;10;20;Siempre;Automovil
1140;Hombre;21;167;66;Si;No;RaraVez;20;30;Siempre;TransportePublico
1141;Mujer;27;179;130;No;No;Siempre;20;30;Siempre;TransportePublico
1142;Mujer;25;159;78;No;No;RaraVez;20;10;Siempre;TransportePublico
1143;Mujer;21;179;82;No;No;Siempre;10;30;Siempre;TransportePublico
1144;Mujer;20;166;70;No;No;Siempre;10;30;Siempre;TransportePublico
1145;Hombre;22;164;80;Si;Si;Siempre;10;30;Siempre;TransportePublico
1146;Hombre;23;162;87;Si;No;Siempre;30;20;Aveces;TransportePublico
1147;Mujer;38;178;60;Si;Si;RaraVez;10;10;Siempre;Automovil
1148;Mujer;37;161;82;Si;Si;RaraVez;10;10;Siempre;Automovil
1149;Mujer;34;171;68;Si;Si;RaraVez;20;30;Siempre;Automovil
1150;Mujer;34;178;78;Si;No;Siempre;20;30;Siempre;Automovil
1151;Hombre;31;161;65;Si;Si;Siempre;20;30;Siempre;Automovil
1152;Hombre;33;171;70;Si;No;RaraVez;20;10;Aveces;Automovil
1153;Mujer;18;153;76;No;No;Siempre;10;30;No;TransportePublico
1154;Mujer;19;154;70;No;No;Siempre;30;10;Aveces;TransportePublico
1155;Hombre;19;155;83;No;No;Siempre;10;20;Aveces;TransportePublico
1156;Hombre;47;176;68;Si;No;Siempre;10;30;No;Automovil
1157;Hombre;17;165;76;No;Si;RaraVez;20;20;Aveces;TransportePublico
1158;Hombre;17;167;90;Si;No;RaraVez;20;10;Aveces;TransportePublico
1159;Hombre;20;179;62;Si;Si;Siempre;20;20;Siempre;TransportePublico
1160;Mujer;33;159;65;Si;No;RaraVez;20;30;Siempre;Automovil
1161;Hombre;17;179;140;Si;No;RaraVez;10;10;Aveces;TransportePublico
1162;Hombre;33;166;127;Si;No;RaraVez;10;30;Siempre;Automovil
1163;Hombre;34;164;67;Si;No;RaraVez;10;20;Siempre;Automovil
1164;Hombre;35;162;88;Si;Si;RaraVez;20;30;Siempre;Automovil
1165;Mujer;19;178;75;No;Si;RaraVez;20;30;Aveces;TransportePublico
1166;Mujer;18;161;60;No;Si;RaraVez;20;30;Aveces;TransportePublico
1167;Hombre;31;171;64;Si;No;RaraVez;10;10;Aveces;Automovil
1168;Hombre;23;178;62;Si;No;RaraVez;10;10;Aveces;TransportePublico
1169;Hombre;19;161;80;No;No;Siempre;10;10;Siempre;TransportePublico
1170;Hombre;19;171;65;No;No;Siempre;30;30;Aveces;TransportePublico
1171;Hombre;30;153;72;Si;No;Siempre;10;30;Aveces;TransportePublico
1172;Hombre;27;154;72;Si;No;Siempre;10;30;Aveces;TransportePublico
1173;Hombre;21;155;60;Si;No;RaraVez;20;20;Aveces;TransportePublico
1174;Hombre;33;176;78;Si;No;RaraVez;20;30;Siempre;Automovil
1175;Hombre;18;171;89;Si;No;RaraVez;20;10;Aveces;TransportePublico
1176;Hombre;32;178;99;Si;No;Siempre;20;30;Aveces;TransportePublico
1177;Hombre;31;153;70;Si;Si;RaraVez;10;30;Aveces;Automovil
1178;Hombre;24;178;55;Si;No;Siempre;30;20;Aveces;TransportePublico
1179;Hombre;24;161;55;Si;No;Siempre;10;10;Aveces;TransportePublico
1180;Mujer;19;171;62;No;No;Siempre;10;20;Frecuentemente;TransportePublico
1181;Mujer;35;170;70;Si;No;RaraVez;20;30;Frecuentemente;Automovil
1182;Mujer;33;176;65;Si;No;RaraVez;20;30;Frecuentemente;Automovil
1183;Hombre;23;170;67;Si;No;RaraVez;20;30;Aveces;TransportePublico
1184;Hombre;39;153;55;Si;Si;Siempre;20;10;Frecuentemente;Automovil
1185;Mujer;45;154;140;Si;No;RaraVez;10;10;Frecuentemente;Automovil
1186;Hombre;25;155;58;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1187;Hombre;26;168;62;Si;Si;Siempre;10;20;Aveces;TransportePublico
1188;Hombre;30;159;55;Si;No;RaraVez;20;30;Aveces;Automovil
1189;Hombre;39;169;57;Si;No;Siempre;20;30;Aveces;Automovil
1190;Mujer;31;166;69;Si;Si;Siempre;20;30;Aveces;TransportePublico
1191;Mujer;25;164;90;Si;No;RaraVez;10;30;Aveces;TransportePublico
1192;Mujer;43;162;95;Si;Si;RaraVez;10;30;Frecuentemente;Automovil
1193;Mujer;42;178;130;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1194;Mujer;22;163;60;Si;Si;Siempre;30;30;Aveces;TransportePublico
1195;Mujer;22;167;80;Si;No;RaraVez;10;10;Aveces;TransportePublico
1196;Hombre;24;163;78;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1197;Hombre;21;185;60;Si;No;Siempre;20;10;Frecuentemente;TransportePublico
1198;Mujer;22;154;65;Si;No;Siempre;20;10;Frecuentemente;TransportePublico
1199;Mujer;23;164;85;Si;Si;RaraVez;20;30;Frecuentemente;TransportePublico
1200;Mujer;37;157;89;Si;No;RaraVez;20;20;Aveces;Automovil
1201;Hombre;22;162;89;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1202;Hombre;23;172;80;Si;No;Siempre;30;30;Frecuentemente;TransportePublico
1203;Mujer;22;176;90;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1204;Mujer;18;165;60;Si;No;Siempre;10;10;Aveces;TransportePublico
1205;Hombre;25;167;58;Si;No;Siempre;20;10;Aveces;Automovil
1206;Mujer;40;179;91;Si;No;RaraVez;20;30;Aveces;Automovil
1207;Hombre;23;159;85;Si;Si;RaraVez;20;30;No;TransportePublico
1208;Mujer;37;179;89;Si;Si;Siempre;20;10;Aveces;Automovil
1209;Hombre;31;166;83;Si;Si;RaraVez;10;30;Aveces;Automovil
1210;Hombre;22;164;58;Si;No;RaraVez;10;30;No;TransportePublico
1211;Hombre;40;162;83;Si;No;Siempre;10;20;Aveces;Automovil
1212;Hombre;23;178;87;Si;No;Siempre;20;30;No;TransportePublico
1213;Hombre;21;161;65;Si;Si;RaraVez;20;30;No;TransportePublico
1214;Hombre;35;171;78;Si;No;RaraVez;20;30;Frecuentemente;Automovil
1215;Mujer;22;178;93;Si;No;RaraVez;10;20;No;TransportePublico
1216;Mujer;23;161;64;Si;Si;Siempre;10;30;No;TransportePublico
1217;Mujer;23;171;84;Si;No;RaraVez;10;10;No;TransportePublico
1218;Mujer;40;153;57;Si;No;Siempre;30;30;Aveces;Automovil
1219;Mujer;39;154;127;Si;Si;Siempre;10;30;Aveces;Automovil
1220;Hombre;26;155;70;Si;Si;Siempre;10;10;Aveces;Automovil
1221;Mujer;23;176;60;Si;No;RaraVez;20;20;Frecuentemente;TransportePublico
1222;Hombre;20;165;84;Si;No;RaraVez;20;10;Frecuentemente;TransportePublico
1223;Hombre;21;167;70;Si;No;RaraVez;20;10;Frecuentemente;TransportePublico
1224;Mujer;23;179;63;Si;Si;RaraVez;20;30;Frecuentemente;TransportePublico
1225;Hombre;20;159;66;Si;No;Siempre;10;30;Aveces;TransportePublico
1226;Hombre;18;179;57;Si;No;RaraVez;30;20;Aveces;TransportePublico
1227;Mujer;18;166;58;Si;No;RaraVez;10;10;Aveces;TransportePublico
1228;Mujer;18;164;80;Si;No;RaraVez;10;10;Aveces;TransportePublico
1229;Hombre;23;162;55;Si;Si;RaraVez;20;20;Aveces;TransportePublico
1230;Hombre;23;178;90;Si;No;RaraVez;20;10;Aveces;TransportePublico
1231;Hombre;20;161;95;Si;No;Siempre;20;30;Frecuentemente;TransportePublico
1232;Hombre;21;171;88;Si;No;RaraVez;20;10;Frecuentemente;TransportePublico
1233;Hombre;18;178;75;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1234;Hombre;18;161;58;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1235;Mujer;19;171;87;Si;Si;Siempre;10;20;Aveces;TransportePublico
1236;Mujer;22;153;140;Si;No;RaraVez;20;30;Aveces;TransportePublico
1237;Hombre;21;154;62;Si;Si;RaraVez;20;10;Aveces;TransportePublico
1238;Hombre;21;155;57;Si;Si;Siempre;20;30;Aveces;TransportePublico
1239;Hombre;22;176;86;Si;No;RaraVez;10;30;Aveces;TransportePublico
1240;Mujer;37;171;85;Si;No;Siempre;10;10;Aveces;Automovil
1241;Mujer;37;178;60;Si;No;RaraVez;10;10;Aveces;Automovil
1242;Hombre;17;153;76;Si;No;Siempre;30;10;Siempre;TransportePublico
1243;Mujer;37;164;75;Si;No;Siempre;10;30;Aveces;Automovil
1244;Mujer;43;157;95;Si;No;RaraVez;10;10;Aveces;Automovil
1245;Hombre;18;162;78;Si;Si;RaraVez;20;30;Aveces;TransportePublico
1246;Hombre;18;161;67;Si;Si;Siempre;20;20;Aveces;TransportePublico
1247;Hombre;29;171;90;Si;No;RaraVez;20;30;Aveces;Automovil
1248;Mujer;18;178;80;Si;No;Siempre;20;10;No;TransportePublico
1249;Hombre;24;161;68;Si;Si;Siempre;10;10;Aveces;Automovil
1250;Hombre;29;171;61;Si;No;Siempre;30;10;Aveces;Automovil
1251;Mujer;18;155;70;Si;Si;RaraVez;10;30;Frecuentemente;TransportePublico
1252;Hombre;21;159;78;Si;No;RaraVez;10;20;Frecuentemente;TransportePublico
1253;Hombre;19;155;60;Si;No;Siempre;20;10;Frecuentemente;TransportePublico
1254;Mujer;18;178;58;Si;Si;RaraVez;20;10;Frecuentemente;TransportePublico
1255;Hombre;18;161;56;Si;Si;Siempre;20;30;Frecuentemente;TransportePublico
1256;Hombre;26;171;66;Si;No;Siempre;20;10;Aveces;TransportePublico
1257;Hombre;25;170;130;Si;No;Siempre;10;20;Aveces;TransportePublico
1258;Hombre;36;176;75;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1259;Hombre;38;170;72;Si;No;RaraVez;10;10;Frecuentemente;Automovil
1260;Hombre;30;153;80;Si;No;RaraVez;20;20;Frecuentemente;TransportePublico
1261;Hombre;28;154;11;Si;No;RaraVez;20;10;Frecuentemente;TransportePublico
1262;Hombre;42;155;68;Si;No;Siempre;20;10;Frecuentemente;Automovil
1263;Hombre;47;168;65;Si;No;Siempre;10;10;Frecuentemente;Automovil
1264;Hombre;22;159;66;Si;No;RaraVez;10;20;Aveces;TransportePublico
1265;Hombre;22;169;93;Si;No;RaraVez;10;20;Aveces;TransportePublico
1266;Hombre;23;166;75;Si;No;RaraVez;30;30;Frecuentemente;TransportePublico
1267;Hombre;22;164;67;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1268;Hombre;22;162;70;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1269;Hombre;23;178;87;Si;No;Siempre;20;30;Frecuentemente;TransportePublico
1270;Mujer;23;163;80;Si;No;Siempre;20;10;Frecuentemente;TransportePublico
1271;Hombre;23;167;61;Si;Si;RaraVez;20;30;Frecuentemente;TransportePublico
1272;Hombre;38;163;90;Si;Si;Siempre;20;30;Aveces;Automovil
1273;Hombre;37;185;130;Si;No;RaraVez;10;10;Aveces;Automovil
1274;Hombre;22;154;130;Si;Si;Siempre;30;10;Frecuentemente;TransportePublico
1275;Hombre;22;164;130;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1276;Mujer;21;157;130;Si;Si;Siempre;10;10;Frecuentemente;TransportePublico
1277;Mujer;22;162;130;Si;No;RaraVez;20;10;Frecuentemente;TransportePublico
1278;Mujer;16;155;130;Si;Si;RaraVez;20;10;Frecuentemente;TransportePublico
1279;Mujer;16;178;93;Si;No;RaraVez;20;30;Frecuentemente;TransportePublico
1280;Hombre;29;161;93;Si;Si;RaraVez;20;30;Aveces;Automovil
1281;Hombre;29;171;93;Si;No;RaraVez;10;30;Aveces;Automovil
1282;Mujer;43;170;93;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1283;Mujer;40;176;93;Si;No;RaraVez;10;30;Frecuentemente;Automovil
1284;Hombre;22;170;130;Si;No;Siempre;20;30;Frecuentemente;TransportePublico
1285;Hombre;23;153;130;Si;No;Siempre;20;10;Frecuentemente;TransportePublico
1286;Mujer;37;154;130;Si;No;Siempre;20;10;Frecuentemente;Automovil
1287;Mujer;37;155;85;Si;No;Siempre;10;10;Aveces;Automovil
1288;Hombre;31;168;130;Si;No;RaraVez;10;10;Aveces;Automovil
1289;Hombre;31;159;72;Si;No;RaraVez;10;30;Aveces;Automovil
1290;Hombre;21;169;80;Si;Si;RaraVez;30;30;Frecuentemente;TransportePublico
1291;Hombre;21;166;79;Si;No;RaraVez;10;20;Frecuentemente;TransportePublico
1292;Hombre;36;164;77;Si;Si;RaraVez;10;10;Aveces;Automovil
1293;Hombre;39;162;82;Si;Si;RaraVez;20;10;Aveces;Automovil
1294;Hombre;24;178;58;Si;Si;Siempre;20;20;Frecuentemente;TransportePublico
1295;Hombre;23;163;59;Si;No;Siempre;20;20;Frecuentemente;TransportePublico
1296;Hombre;35;167;64;Si;No;Siempre;20;30;Aveces;Automovil
1297;Hombre;31;163;59;Si;No;RaraVez;10;10;Aveces;Automovil
1298;Mujer;23;185;127;Si;No;RaraVez;20;30;Frecuentemente;TransportePublico
1299;Mujer;23;154;84;Si;Si;Siempre;10;30;Frecuentemente;TransportePublico
1300;Mujer;22;164;84;Si;No;Siempre;10;30;Aveces;TransportePublico
1301;Mujer;22;157;127;Si;No;RaraVez;20;10;Aveces;TransportePublico
1302;Mujer;41;162;67;Si;No;RaraVez;10;10;Aveces;Automovil
1303;Mujer;40;172;70;Si;No;RaraVez;10;30;Aveces;Automovil
1304;Hombre;29;176;60;Si;No;RaraVez;10;10;Aveces;Automovil
1305;Hombre;30;165;68;Si;No;Siempre;10;20;Aveces;Automovil
1306;Mujer;23;167;96;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1307;Mujer;24;179;98;Si;Si;RaraVez;10;20;Frecuentemente;TransportePublico
1308;Hombre;17;178;130;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1309;Hombre;18;161;62;Si;Si;Siempre;10;20;Frecuentemente;TransportePublico
1310;Mujer;22;171;56;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1311;Mujer;22;155;80;Si;Si;Siempre;20;20;Frecuentemente;TransportePublico
1312;Hombre;18;159;85;Si;Si;Siempre;20;30;Aveces;TransportePublico
1313;Hombre;21;155;68;Si;No;RaraVez;10;10;Aveces;TransportePublico
1314;Mujer;18;178;83;Si;No;Siempre;10;10;Aveces;TransportePublico
1315;Mujer;21;161;85;Si;No;RaraVez;10;30;Aveces;TransportePublico
1316;Hombre;23;171;74;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1317;Hombre;21;170;137;Si;Si;RaraVez;30;10;Aveces;TransportePublico
1318;Hombre;21;176;120;Si;No;RaraVez;10;30;Aveces;TransportePublico
1319;Hombre;21;170;60;Si;Si;RaraVez;10;30;Aveces;TransportePublico
1320;Hombre;18;153;83;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1321;Hombre;18;154;80;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1322;Mujer;19;155;137;Si;Si;RaraVez;10;30;Frecuentemente;TransportePublico
1323;Mujer;18;168;90;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1324;Hombre;22;159;71;Si;Si;Siempre;10;10;Aveces;TransportePublico
1325;Hombre;22;169;78;Si;No;Siempre;10;30;Aveces;TransportePublico
1326;Hombre;19;166;110;Si;No;Siempre;10;10;Aveces;TransportePublico
1327;Hombre;20;164;73;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1328;Mujer;39;162;65;Si;No;RaraVez;20;20;Aveces;Automovil
1329;Mujer;38;178;116;Si;No;RaraVez;10;20;Aveces;Automovil
1330;Hombre;19;163;87;Si;No;RaraVez;10;20;Frecuentemente;TransportePublico
1331;Hombre;17;167;63;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1332;Mujer;38;163;62;Si;Si;RaraVez;30;30;Aveces;Automovil
1333;Mujer;38;185;60;Si;Si;RaraVez;10;30;Aveces;Automovil
1334;Hombre;18;154;70;Si;No;RaraVez;30;10;Frecuentemente;TransportePublico
1335;Hombre;18;164;63;Si;No;RaraVez;20;10;Frecuentemente;TransportePublico
1336;Hombre;29;157;64;Si;Si;RaraVez;10;20;Aveces;Automovil
1337;Hombre;30;162;56;Si;No;Siempre;10;30;Aveces;Automovil
1338;Mujer;18;172;77;Si;No;Siempre;10;30;Aveces;TransportePublico
1339;Mujer;18;176;87;Si;Si;RaraVez;10;10;Aveces;TransportePublico
1340;Hombre;31;165;89;Si;Si;Siempre;20;10;Aveces;Automovil
1341;Hombre;29;167;60;Si;No;RaraVez;10;20;Aveces;Automovil
1342;Mujer;18;179;55;Si;Si;Siempre;10;10;Frecuentemente;TransportePublico
1343;Mujer;18;159;60;Si;No;RaraVez;10;20;Frecuentemente;TransportePublico
1344;Hombre;21;179;64;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1345;Hombre;21;166;68;Si;No;RaraVez;20;30;Frecuentemente;TransportePublico
1346;Mujer;18;164;116;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1347;Mujer;18;162;80;Si;No;RaraVez;10;20;Frecuentemente;TransportePublico
1348;Hombre;20;178;68;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1349;Hombre;20;155;99;Si;No;RaraVez;10;20;Frecuentemente;TransportePublico
1350;Hombre;26;168;60;Si;No;RaraVez;10;10;Frecuentemente;TransportePublico
1351;Hombre;25;159;66;Si;No;RaraVez;20;10;Frecuentemente;TransportePublico
1352;Hombre;26;169;116;Si;No;RaraVez;30;20;Frecuentemente;TransportePublico
1353;Hombre;25;166;78;Si;No;Siempre;20;10;Frecuentemente;TransportePublico
1354;Hombre;29;164;82;Si;Si;Siempre;20;30;Frecuentemente;Automovil
1355;Hombre;32;162;70;Si;Si;Siempre;10;30;Frecuentemente;Automovil
1356;Hombre;38;178;80;Si;No;Siempre;20;30;Frecuentemente;Automovil
1357;Hombre;39;163;87;Si;Si;RaraVez;10;30;Frecuentemente;Automovil
1358;Mujer;33;167;60;Si;Si;Siempre;10;10;Aveces;Automovil
1359;Mujer;26;163;82;Si;No;RaraVez;20;10;Frecuentemente;Automovil
1360;Mujer;23;185;68;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1361;Mujer;24;154;78;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1362;Mujer;42;164;65;Si;Si;RaraVez;10;30;Frecuentemente;Automovil
1363;Mujer;43;157;70;Si;No;Siempre;10;10;Frecuentemente;Automovil
1364;Mujer;43;162;76;Si;No;Siempre;10;20;Frecuentemente;Automovil
1365;Mujer;39;172;70;Si;No;Siempre;10;30;Frecuentemente;Automovil
1366;Mujer;22;176;83;Si;No;Siempre;10;10;Aveces;TransportePublico
1367;Mujer;22;165;68;Si;No;RaraVez;10;10;Aveces;TransportePublico
1368;Mujer;22;167;76;Si;No;Siempre;10;30;Aveces;TransportePublico
1369;Mujer;22;179;90;Si;No;RaraVez;20;30;Aveces;TransportePublico
1370;Hombre;23;159;62;Si;Si;RaraVez;20;30;Frecuentemente;TransportePublico
1371;Hombre;22;179;65;Si;Si;RaraVez;10;20;Frecuentemente;TransportePublico
1372;Mujer;21;166;140;Si;No;Siempre;10;10;Frecuentemente;TransportePublico
1373;Mujer;21;164;127;Si;No;RaraVez;10;30;Frecuentemente;TransportePublico
1374;Mujer;22;162;67;Si;Si;Siempre;10;10;Frecuentemente;TransportePublico
1375;Mujer;22;178;88;Si;Si;RaraVez;30;30;Frecuentemente;TransportePublico
1376;Mujer;23;169;75;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1377;Mujer;23;166;60;Si;No;Siempre;10;30;Frecuentemente;TransportePublico
1378;Mujer;39;164;64;Si;No;Siempre;10;30;Aveces;Automovil
1379;Mujer;37;162;62;Si;No;Siempre;10;30;Aveces;Automovil
1380;Hombre;22;178;80;Si;No;RaraVez;10;10;Siempre;TransportePublico
1381;Hombre;22;163;65;Si;No;RaraVez;10;20;Siempre;TransportePublico
1382;Hombre;23;167;72;Si;No;RaraVez;10;10;Siempre;TransportePublico
1383;Hombre;23;163;72;Si;No;RaraVez;10;10;Siempre;TransportePublico
1384;Mujer;21;185;60;Si;No;Siempre;10;30;Siempre;TransportePublico
1385;Mujer;21;154;78;Si;No;RaraVez;10;10;Siempre;TransportePublico
1386;Mujer;18;164;89;Si;No;RaraVez;20;30;Siempre;TransportePublico
1387;Mujer;18;157;99;Si;No;RaraVez;10;30;Siempre;TransportePublico
1388;Hombre;26;162;70;Si;Si;Siempre;10;10;Aveces;TransportePublico
1389;Hombre;25;172;55;Si;No;RaraVez;10;30;Aveces;TransportePublico
1390;Mujer;40;176;55;Si;No;RaraVez;30;10;Aveces;Automovil
1391;Mujer;38;165;62;Si;Si;RaraVez;10;10;Aveces;Automovil
1392;Hombre;24;167;70;Si;Si;RaraVez;30;10;No;Automovil
1393;Hombre;23;179;65;Si;No;RaraVez;20;30;No;Automovil
1394;Mujer;38;159;67;Si;No;Siempre;10;30;Aveces;Automovil
1395;Mujer;37;179;55;Si;No;RaraVez;10;10;Aveces;Automovil
